,raw text,train text,category
247," Apa pun pegangan anda, fokuskan kepada aspek positif untuk sembuh","[('apa', 'PRON'), ('pun', 'PART'), ('pegang', 'VERB'), ('anda', 'PRON'), ('fokus', 'NOUN'), ('kepada', 'ADP'), ('aspek', 'NOUN'), ('positif', 'ADJ'), ('untuk', 'ADP'), ('sembuh', 'VERB')]",non-deppressive
248, Ia mungkin sukar untuk dilakukan di peringkat awal depression kerana fikiran negatif akan selalu datang,"[('ia', 'PRON'), ('mungkin', 'ADV'), ('sukar', 'ADJ'), ('untuk', 'ADP'), ('dila', 'VERB'), ('di', 'ADP'), ('peringkat', 'NOUN'), ('awal', 'ADJ'), ('murung', 'NOUN'), ('rana', 'SCONJ'), ('pikir', 'NOUN'), ('negatif', 'ADJ'), ('akan', 'ADV'), ('selalu', 'ADV'), ('datang', 'VERB')]",non-deppressive
249," Di sinilah pentingnya kawan dan keluarga untuk memberi kata kata positif, semangat dan dorongan","[('di', 'ADP'), ('sini', 'ADP'), ('penting', 'ADJ'), ('ka', 'NOUN'), ('dan', 'CCONJ'), ('keluarga', 'NOUN'), ('untuk', 'ADP'), ('beri', 'VERB'), ('kata', 'NOUN'), ('kata', 'NOUN'), ('positif', 'ADJ'), ('semangat', 'NOUN'), ('dan', 'CCONJ'), ('dorong', 'NOUN')]",non-deppressive
250,8,"[('lap', 'NOUN')]",non-deppressive
251, Suicidal ideation (fikiran untuk membunuh diri) biasa berlaku kepada pesakit psikiatrik terutamanya depression,"[('bunuh', 'VERB'), ('diri', 'NOUN'), ('ideasi', 'NOUN'), ('pikir', 'NOUN'), ('untuk', 'ADP'), ('bunuh', 'VERB'), ('diri', 'NOUN'), ('biasa', 'ADV'), ('laku', 'VERB'), ('kepada', 'ADP'), ('sakit', 'NOUN'), ('psikiatri', 'NOUN'), ('terutama', 'ADV'), ('murung', 'NOUN')]",symptom
252, Amat penting untuk ahli keluarga dan rakan rakan mengenali simptom depression,"[('amat', 'ADV'), ('penting', 'ADJ'), ('untuk', 'ADP'), ('ahli', 'NOUN'), ('keluarga', 'NOUN'), ('dan', 'CCONJ'), ('rak', 'NOUN'), ('rak', 'NOUN'), ('kena', 'ADP'), ('simptom', 'NOUN'), ('murung', 'NOUN')]",non-deppressive
253, Saya banyak berfikir mengenai mati tetapi alhamdulillah tidak ke tahap suicidal ideation,"[('saya', 'PRON'), ('banyak', 'ADV'), ('pikir', 'VERB'), ('kena', 'ADP'), ('mati', 'NOUN'), ('tetapi', 'CCONJ'), ('alhamdulil', 'NOUN'), ('tidak', 'PART'), ('ke', 'ADP'), ('tahap', 'NOUN'), ('bunuh', 'VERB'), ('diri', 'NOUN'), ('ideasi', 'NOUN')]",non-deppressive
254, Suicidal attempt amat tinggi di kalangan wanita tetapi completed suicide lebih tinggi di kalangan lelaki,"[('bunuh', 'VERB'), ('diri', 'NOUN'), ('attempt', 'NOUN'), ('amat', 'ADV'), ('tinggi', 'ADJ'), ('di', 'ADP'), ('kalang', 'NOUN'), ('wan', 'PROPN'), ('tetapi', 'CCONJ'), ('completed', 'NOUN'), ('bunuh', 'VERB'), ('diri', 'NOUN'), ('lebih', 'ADV'), ('tinggi', 'ADJ'), ('di', 'ADP'), ('kalang', 'NOUN'), ('lelaki', 'NOUN')]",symptom
255," Apa pun, hidup ini penuh dugaan dan cabaran tetapi ia juga diisi dengan kebahagiaan untuk yang berusaha","[('apa', 'PRON'), ('pun', 'PART'), ('hidup', 'NOUN'), ('ini', 'DET'), ('penuh', 'ADJ'), ('duga', 'NOUN'), ('dan', 'CCONJ'), ('cabar', 'VERB'), ('tetapi', 'SCONJ'), ('ia', 'PRON'), ('juga', 'ADV'), ('isi', 'VERB'), ('deng', 'PROPN'), ('bahagia', 'NOUN'), ('untuk', 'ADP'), ('yang', 'PRON'), ('berusaha', 'VERB')]",non-deppressive
256, Doakan agar saya diluaskan rezeki saya di dalam apa jua bidang (mana tahu saya kembali ke bidang perubatan) dan moga kita semua selalu memberi dorongan dan motivasi kepada satu sama lain,"[('doa', 'NOUN'), ('agar', 'SCONJ'), ('saya', 'PRON'), ('luas', 'VERB'), ('rezeki', 'NOUN'), ('saya', 'PRON'), ('di', 'ADP'), ('dalam', 'ADP'), ('apa', 'PRON'), ('jua', 'NOUN'), ('bidang', 'NOUN'), ('mana', 'NOUN'), ('tahu', 'VERB'), ('saya', 'PRON'), ('kembali', 'VERB'), ('ke', 'ADP'), ('bidang', 'NOUN'), ('ubat', 'NOUN'), ('dan', 'CCONJ'), ('moga', 'NOUN'), ('k', 'PROPN'), ('semua', 'DET'), ('selalu', 'ADV'), ('beri', 'VERB'), ('dorong', 'NOUN'), ('dan', 'CCONJ'), ('motivasi', 'NOUN'), ('kepada', 'ADP'), ('satu', 'NUM'), ('sama', 'ADJ'), ('lain', 'ADJ')]",non-deppressive
257," Terima kasih kerana membaca, moga ada manfaat untuk semua dan saya memohon maaf atas kekurangan penulisan saya","[('terima', 'NOUN'), ('kasih', 'NOUN'), ('rana', 'SCONJ'), ('baca', 'VERB'), ('moga', 'ADV'), ('ada', 'VERB'), ('manfaat', 'NOUN'), ('untuk', 'ADP'), ('semua', 'DET'), ('dan', 'CCONJ'), ('saya', 'PRON'), ('mohon', 'VERB'), ('maaf', 'NOUN'), ('atas', 'ADP'), ('kurang', 'NOUN'), ('tulis', 'NOUN'), ('saya', 'PRON')]",non-deppressive
258," Selamat berjuang dan percayalah, ada sinar harapan untuk kita semua 🙂 Penulis: F","[('selamat', 'ADJ'), ('juang', 'VERB'), ('dan', 'CCONJ'), ('percaya', 'VERB'), ('ada', 'VERB'), ('sinar', 'NOUN'), ('harap', 'ADV'), ('untuk', 'ADP'), ('k', 'NOUN'), ('semua', 'DET'), ('angan', 'NOUN'), ('tulis', 'PROPN')]",non-deppressive
259, Ini kisah saya,"[('ini', 'DET'), ('kisah', 'NOUN'), ('saya', 'PRON')]",non-deppressive
260, Saya menulis dalam keadaan masih dalam dilema tapi penuh dengan rasa happy,"[('saya', 'PRON'), ('tulis', 'VERB'), ('dalam', 'ADP'), ('ada', 'NOUN'), ('masih', 'ADV'), ('dalam', 'ADP'), ('dilema', 'NOUN'), ('tetapi', 'SCONJ'), ('penuh', 'ADJ'), ('deng', 'ADP'), ('rasa', 'NOUN'), ('gembira', 'ADJ')]",non-deppressive
261, Paling penting saya dah tak perlukan ssri ( antidepressant) untuk rasa betul betul gembira dengan hidup ini,"[('paling', 'ADV'), ('penting', 'ADJ'), ('saya', 'PRON'), ('dah', 'ADV'), ('tidak', 'PART'), ('mengaparlu', 'NOUN'), ('sri', 'PROPN'), ('antidepressant', 'PROPN'), ('untuk', 'ADP'), ('rasa', 'NOUN'), ('betul', 'ADJ'), ('betul', 'VERB'), ('gembira', 'ADJ'), ('deng', 'DET'), ('hidup', 'NOUN'), ('ini', 'DET')]",non-deppressive
262, Alhamdulillah,"[('alhamdulil', 'VERB')]",non-deppressive
263, Dan ramadhan ini saya anggap satu platform untuk saya betul betul memohon dari Allah jalan mana yang perlu saya pilih untuk mencari rezeki,"[('dan', 'CCONJ'), ('ramad', 'NOUN'), ('ini', 'DET'), ('saya', 'PRON'), ('anggap', 'VERB'), ('satu', 'DET'), ('platform', 'NOUN'), ('untuk', 'ADP'), ('saya', 'PRON'), ('betul', 'ADJ'), ('betul', 'ADJ'), ('mohon', 'VERB'), ('dari', 'ADP'), ('allah', 'PROPN'), ('jal', 'NOUN'), ('mana', 'ADP'), ('yang', 'PRON'), ('perlu', 'ADV'), ('saya', 'PRON'), ('pilih', 'VERB'), ('untuk', 'ADP'), ('cari', 'VERB'), ('rezeki', 'NOUN')]",non-deppressive
264,Ya,"[('ya', 'ADV')]",non-deppressive
265, Saya masih lagi seorang houseman di sebuah hospital,"[('saya', 'PRON'), ('masih', 'ADV'), ('lagi', 'ADV'), ('orang', 'DET'), ('houseman', 'NOUN'), ('di', 'ADP'), ('buah', 'DET'), ('hospital', 'NOUN')]",non-deppressive
266, Tapi dalam dilema untuk resign,"[('tetapi', 'SCONJ'), ('dalam', 'ADP'), ('dilema', 'NOUN'), ('untuk', 'ADP'), ('undur', 'VERB'), ('diri', 'NOUN')]",non-deppressive
267, Dalam masa kurang 2 tahun pengalaman housemanship saya,"[('dalam', 'ADP'), ('masa', 'NOUN'), ('kurang', 'ADV'), ('dua', 'NUM'), ('tahun', 'NOUN'), ('alam', 'NOUN'), ('housemanship', 'NOUN'), ('saya', 'PRON')]",non-deppressive
268, Saya kehilangan tiga insan yang menjadi tulang belakang saya,"[('saya', 'PRON'), ('hilang', 'VERB'), ('tiga', 'NUM'), ('ins', 'NOUN'), ('yang', 'PRON'), ('jadi', 'VERB'), ('tulang', 'NOUN'), ('belakang', 'NOUN'), ('saya', 'PRON')]",risk factor
269,5 bulan bekerja atok saya meninggal di hospital sama saya bekerja,"[('lima', 'NUM'), ('bul', 'NOUN'), ('kerja', 'VERB'), ('batok', 'ADJ'), ('saya', 'PRON'), ('tinggal', 'VERB'), ('di', 'ADP'), ('hospital', 'NOUN'), ('sama', 'ADJ'), ('saya', 'PRON'), ('kerja', 'VERB')]",risk factor
270,8 bulan bekerja ayah saya meninggal di ccu juga di hospital sama saya bekerja,"[('lap', 'NOUN'), ('bul', 'NOUN'), ('kerja', 'VERB'), ('ayah', 'NOUN'), ('saya', 'PRON'), ('tinggal', 'VERB'), ('di', 'ADP'), ('cu', 'NOUN'), ('juga', 'ADV'), ('di', 'ADP'), ('hospital', 'NOUN'), ('sama', 'ADJ'), ('saya', 'PRON'), ('kerja', 'VERB')]",risk factor
271, Sayalah yang menghentikan cpr ayah saya sendiri yang dilakukan rakan sekerja saya,"[('saya', 'PRON'), ('yang', 'PRON'), ('henti', 'VERB'), ('ceper', 'NOUN'), ('ayah', 'NOUN'), ('saya', 'PRON'), ('sendiri', 'ADJ'), ('yang', 'PRON'), ('dila', 'VERB'), ('rak', 'NOUN'), ('kerja', 'NOUN'), ('saya', 'PRON')]",risk factor
272, Saya baru sebulan posting medical masa tu,"[('saya', 'PRON'), ('baru', 'ADV'), ('bulu', 'ADJ'), ('posting', 'VERB'), ('medical', 'NOUN'), ('masa', 'NOUN'), ('itu', 'DET')]",non-deppressive
273, Dan tu adalah pengalaman cpr kali kedua untuk saya,"[('dan', 'CCONJ'), ('itu', 'DET'), ('ada', 'VERB'), ('alam', 'NOUN'), ('ceper', 'NOUN'), ('kali', 'NOUN'), ('dua', 'NUM'), ('untuk', 'ADP'), ('saya', 'PRON')]",risk factor
274,Betul betul saya hilang masa tu,"[('betul', 'ADJ'), ('betul', 'ADJ'), ('saya', 'PRON'), ('hilang', 'VERB'), ('masa', 'NOUN'), ('itu', 'DET')]",risk factor
275, Saya MIA(missing in action bermaksud tidak datang kerja),"[('saya', 'PRON'), ('mia', 'NOUN'), ('hilang', 'VERB'), ('masuk', 'VERB'), ('tinda', 'NOUN'), ('maksud', 'VERB'), ('tidak', 'PART'), ('datang', 'VERB'), ('kerja', 'NOUN')]",risk factor
276, Didiagnos Major Depreasive Disorder,"[('didiagnos', 'VERB'), ('utama', 'ADJ'), ('depreasive', 'ADJ'), ('ganggu', 'NOUN')]",medical history
277, Ambil ubat,"[('ambil', 'VERB'), ('ubat', 'NOUN')]",medical history
278, Saya pergi hospital tapi tak mampu masuk wad,"[('saya', 'PRON'), ('pergi', 'VERB'), ('hospital', 'NOUN'), ('tetapi', 'SCONJ'), ('tidak', 'PART'), ('mampu', 'ADV'), ('masuk', 'VERB'), ('wad', 'NOUN')]",medical history
279, Saya dikira MIA,"[('saya', 'PRON'), ('kira', 'VERB'), ('mia', 'PROPN')]",medical history
280, Jadi gaji saya disekat,"[('jadi', 'VERB'), ('gaji', 'NOUN'), ('saya', 'PRON'), ('sekat', 'VERB')]",risk factor
281, Kemudian tahun yang sama nenek saya yang mengasuh dari kecil didiagnos kanser,"[('kemudi', 'NOUN'), ('tahun', 'NOUN'), ('yang', 'PRON'), ('sama', 'ADJ'), ('nenek', 'NOUN'), ('saya', 'PRON'), ('yang', 'PRON'), ('asuh', 'VERB'), ('dari', 'ADP'), ('kecil', 'ADJ'), ('diagnosa', 'NOUN'), ('kanser', 'NOUN')]",risk factor
282, Masa tu sedikit motivasi untuk bekerja,"[('masa', 'NOUN'), ('itu', 'DET'), ('sedikit', 'ADV'), ('motivasi', 'NOUN'), ('untuk', 'ADP'), ('kerja', 'VERB')]",non-deppressive
283, Beliau pun sedih dengan keadaan saya,"[('beliau', 'PRON'), ('pun', 'PART'), ('sedih', 'ADJ'), ('deng', 'NOUN'), ('ada', 'NOUN'), ('saya', 'PRON')]",risk factor
284, Jadi saya teruskan bekerja tanpa gaji selama 4 bulan,"[('jadi', 'ADV'), ('saya', 'PRON'), ('terus', 'ADV'), ('kerja', 'VERB'), ('tanpa', 'ADP'), ('gaji', 'NOUN'), ('lama', 'ADP'), ('empat', 'NUM'), ('bul', 'NOUN')]",risk factor
285, Hinggalah nenek saya menghembuskan nafas terakhir 2bulan lepas,"[('hingga', 'ADP'), ('nenek', 'NOUN'), ('saya', 'PRON'), ('hembus', 'VERB'), ('nafas', 'NOUN'), ('akhir', 'ADJ'), ('dua', 'NUM'), ('bul', 'NOUN'), ('lepas', 'ADJ')]",risk factor
286, Dalam masa tersebut saya terlalu faham bahawa bukan mudah untuk memjaga orang yang sakit terlantar,"[('dalam', 'ADP'), ('masa', 'NOUN'), ('sebut', 'DET'), ('saya', 'PRON'), ('terlalu', 'ADV'), ('faham', 'VERB'), ('bahawa', 'SCONJ'), ('bu', 'NOUN'), ('mudah', 'ADJ'), ('untuk', 'ADP'), ('memjaga', 'VERB'), ('orang', 'NOUN'), ('yang', 'PRON'), ('sakit', 'ADJ'), ('latar', 'VERB')]",risk factor
287, Seminggu selepas nenek saya meninggal saya mendapat notis pendek untuk bertukar hospital,"[('seminggu', 'NOUN'), ('lepas', 'SCONJ'), ('nenek', 'NOUN'), ('saya', 'PRON'), ('tinggal', 'VERB'), ('saya', 'PRON'), ('dapat', 'VERB'), ('not', 'NOUN'), ('pendek', 'ADJ'), ('untuk', 'ADP'), ('tukar', 'VERB'), ('hospital', 'NOUN')]",risk factor
288, Semua ni terlalu laju untuk saya,"[('semua', 'DET'), ('ini', 'DET'), ('terlalu', 'ADV'), ('laju', 'NOUN'), ('untuk', 'ADP'), ('saya', 'PRON')]",risk factor
289, Saya tak sempat nak rsa apa apa,"[('saya', 'PRON'), ('tidak', 'PART'), ('sempat', 'ADV'), ('nak', 'ADV'), ('risa', 'NOUN'), ('apa', 'PRON'), ('apa', 'PRON')]",risk factor
290,Saya cuma mampu menarik nafas panjang,"[('saya', 'PRON'), ('cuma', 'ADV'), ('mampu', 'ADV'), ('tarik', 'VERB'), ('nafas', 'NOUN'), ('panjang', 'ADJ')]",symptom
291, Jujurnya saya redha dengan semua ni walaupun terlalu sukar,"[('jujur', 'ADJ'), ('saya', 'PRON'), ('redha', 'ADJ'), ('deng', 'DET'), ('semua', 'DET'), ('ini', 'DET'), ('walaupun', 'SCONJ'), ('terlalu', 'ADV'), ('sukar', 'ADJ')]",symptom
292, Cuma saya akan belajar redha juga jika menjadi seorang doktor bukan lagi rezeki saya,"[('cuma', 'ADV'), ('saya', 'PRON'), ('akan', 'ADV'), ('bajar', 'VERB'), ('redha', 'ADJ'), ('juga', 'ADV'), ('jika', 'SCONJ'), ('jadi', 'VERB'), ('orang', 'DET'), ('doktor', 'NOUN'), ('bu', 'NOUN'), ('lagi', 'ADV'), ('rezeki', 'NOUN'), ('saya', 'PRON')]",symptom
293, Semua yang jadi menyebabkan saya cepat jadi depressed,"[('semua', 'DET'), ('yang', 'PRON'), ('jadi', 'VERB'), ('sebab', 'ADV'), ('saya', 'PRON'), ('cepat', 'ADJ'), ('jadi', 'VERB'), ('terte', 'NOUN')]",symptom
294, Pandangan saya tentang kehidupan banyak berubah,"[('pandang', 'NOUN'), ('saya', 'PRON'), ('tentang', 'ADP'), ('hidup', 'NOUN'), ('banyak', 'ADV'), ('rubah', 'VERB')]",symptom
295, Apatah lagi sekarang ni saya cuma ada ibu dan adik adik saya,"[('apa', 'PRON'), ('lagi', 'ADV'), ('sekarang', 'NOUN'), ('ini', 'DET'), ('saya', 'PRON'), ('cuma', 'ADV'), ('ada', 'VERB'), ('ibu', 'NOUN'), ('dan', 'CCONJ'), ('adik', 'NOUN'), ('adik', 'NOUN'), ('saya', 'PRON')]",symptom
296,Salah ke kalau saya rasa nak resign sebab nak duduk dengan family je,"[('sa', 'NOUN'), ('ke', 'VERB'), ('kalau', 'SCONJ'), ('saya', 'PRON'), ('rasa', 'VERB'), ('nak', 'ADV'), ('undur', 'VERB'), ('diri', 'NOUN'), ('sebab', 'SCONJ'), ('nak', 'ADV'), ('duduk', 'VERB'), ('deng', 'NOUN'), ('keluarga', 'NOUN'), ('sahaja', 'ADV')]",symptom
297, Nak cari rezeki tapi nk family depan mata,"[('nak', 'ADV'), ('cari', 'VERB'), ('rezeki', 'NOUN'), ('tetapi', 'CCONJ'), ('nak', 'VERB'), ('keluarga', 'NOUN'), ('dep', 'ADJ'), ('mata', 'NOUN')]",symptom
298, Salah ke kalau saya taknak terlalu stress then depressed? Salah ke?Penulis:  Umaira,"[('sa', 'NOUN'), ('ke', 'VERB'), ('kalau', 'SCONJ'), ('saya', 'PRON'), ('tidak', 'PART'), ('nak', 'VERB'), ('terlalu', 'ADV'), ('tres', 'NOUN'), ('kemudi', 'NOUN'), ('terte', 'ADV'), ('sa', 'ADJ'), ('ke', 'ADP'), ('tulis', 'NOUN'), ('umaira', 'NOUN')]",symptom
299,Assalamualaikum semua,"[('assalamualaikum', 'PROPN'), ('semua', 'DET')]",non-deppressive
300, Nama aku Fezzul (bukan nama sebenar) umur aku dalam 22 tahun,"[('nama', 'NOUN'), ('aku', 'DET'), ('fezzul', 'NOUN'), ('bu', 'NOUN'), ('nama', 'NOUN'), ('benar', 'ADJ'), ('umur', 'NOUN'), ('aku', 'PRON'), ('dalam', 'ADP'), ('dua', 'NUM'), ('puluh', 'NUM'), ('dua', 'NUM'), ('tahun', 'NOUN')]",non-deppressive
301, Aku nak cerita pengalaman aku apabila disahkan menghidap depresi dan kemurungan,"[('aku', 'PRON'), ('nak', 'VERB'), ('cer', 'NOUN'), ('alam', 'NOUN'), ('aku', 'PRON'), ('apabila', 'SCONJ'), ('sah', 'VERB'), ('menghidap', 'VERB'), ('depresi', 'NOUN'), ('dan', 'CCONJ'), ('murung', 'NOUN')]",non-deppressive
302,Okay aku ni boleh dikatakan budak cerdik juga la sebab UPSR dan PMR aku straight A,"[('okay', 'NOUN'), ('aku', 'PRON'), ('ini', 'DET'), ('boleh', 'ADV'), ('kata', 'VERB'), ('budak', 'NOUN'), ('cerdik', 'ADJ'), ('juga', 'ADV'), ('sebab', 'SCONJ'), ('upsr', 'NOUN'), ('dan', 'CCONJ'), ('pmr', 'NOUN'), ('aku', 'PRON'), ('lurus', 'ADJ'), ('a', 'NOUN')]",non-deppressive
303, Cuma SPM aku je dpt 6A tapi aku tetap bersyukur,"[('cuma', 'ADV'), ('spm', 'NOUN'), ('aku', 'PRON'), ('sahaja', 'ADV'), ('dapat', 'VERB'), ('enam', 'NUM'), ('a', 'NOUN'), ('tetapi', 'SCONJ'), ('aku', 'PRON'), ('tetap', 'ADV'), ('syukur', 'VERB')]",non-deppressive
304, Then aku mohon la UPU untuk masuk universiti malangnya permohonan aku gagal,"[('kemudi', 'NOUN'), ('aku', 'PRON'), ('mohon', 'VERB'), ('upu', 'NOUN'), ('untuk', 'ADP'), ('masuk', 'VERB'), ('universiti', 'NOUN'), ('malang', 'ADJ'), ('permohon', 'NOUN'), ('aku', 'PRON'), ('gagal', 'VERB')]",risk factor
305, Aku cuba buat rayuan dan keputusan still sama aku gagal,"[('aku', 'PRON'), ('cuba', 'VERB'), ('buat', 'ADP'), ('rayu', 'NOUN'), ('dan', 'CCONJ'), ('putus', 'NOUN'), ('masih', 'ADV'), ('ada', 'VERB'), ('sama', 'ADJ'), ('aku', 'PRON'), ('gagal', 'VERB')]",risk factor
306,Aku kecewa dan sedih la jugak sebab kawan2 semua smbung belajar masuk universiti,"[('aku', 'PRON'), ('rewa', 'VERB'), ('dan', 'CCONJ'), ('sedih', 'ADJ'), ('juga', 'ADV'), ('sebab', 'CCONJ'), ('ka', 'CCONJ'), ('ka', 'CCONJ'), ('semua', 'DET'), ('sambung', 'NOUN'), ('bajar', 'VERB'), ('masuk', 'VERB'), ('universiti', 'NOUN')]",risk factor
307, Okay takpa la aku teruskan belajar dgn ambik STPM di sekolah dan Alhamdulilah aku berjaya grad dgn CGPA 3,"[('okay', 'ADJ'), ('taka', 'PART'), ('aku', 'PRON'), ('terus', 'ADV'), ('bajar', 'VERB'), ('deng', 'NOUN'), ('ambil', 'VERB'), ('stpm', 'NOUN'), ('di', 'ADP'), ('seko', 'NOUN'), ('dan', 'CCONJ'), ('alhamduli', 'VERB'), ('aku', 'PRON'), ('jaya', 'VERB'), ('grad', 'VERB'), ('deng', 'PROPN'), ('cgpa', 'NOUN'), ('tiga', 'NUM')]",non-deppressive
308,6 Aku berasa gembira sngat time tu,"[('enam', 'NUM'), ('aku', 'PRON'), ('asa', 'VERB'), ('gembira', 'ADJ'), ('sangat', 'ADV'), ('masa', 'NOUN'), ('itu', 'DET')]",non-deppressive
309,Nak jadikan cerita lepastu aku dapat tawaran masuk universiti awam yang top la jugak di Malaysia dalam kos pendidikan,"[('nak', 'ADV'), ('jadi', 'VERB'), ('cer', 'NOUN'), ('lepas', 'CCONJ'), ('itu', 'DET'), ('aku', 'PRON'), ('dapat', 'VERB'), ('tawar', 'ADJ'), ('masuk', 'VERB'), ('universiti', 'NOUN'), ('awam', 'ADJ'), ('yang', 'PRON'), ('atas', 'NOUN'), ('juga', 'ADV'), ('di', 'ADP'), ('malaysia', 'PROPN'), ('dalam', 'ADP'), ('kos', 'NOUN'), ('pendidi', 'PROPN')]",non-deppressive
310, Aku gembira sngat,"[('aku', 'PRON'), ('gembira', 'ADJ'), ('sangat', 'ADV')]",non-deppressive
311, Nak jadikan cerita sebulan aku stay di sana aku rasa stress sangat sebab aku pi kelas naik bas,"[('nak', 'ADV'), ('jadi', 'VERB'), ('cer', 'NOUN'), ('bulu', 'ADJ'), ('aku', 'PRON'), ('tinggal', 'VERB'), ('di', 'ADP'), ('sana', 'NOUN'), ('aku', 'PRON'), ('rasa', 'VERB'), ('tres', 'NOUN'), ('sangat', 'ADV'), ('sebab', 'SCONJ'), ('aku', 'PRON'), ('pi', 'VERB'), ('kelas', 'NOUN'), ('naik', 'VERB'), ('bas', 'NOUN')]",risk factor
312, Nak naik bas pula kena tunggu dan keadaan dalam bas tu sentiasa penuh dengan orang,"[('nak', 'ADV'), ('naik', 'VERB'), ('bas', 'NOUN'), ('pula', 'ADV'), ('kena', 'VERB'), ('tunggu', 'VERB'), ('dan', 'CCONJ'), ('ada', 'NOUN'), ('dalam', 'ADP'), ('bas', 'NOUN'), ('itu', 'DET'), ('sentiasa', 'VERB'), ('penuh', 'ADJ'), ('deng', 'NOUN'), ('orang', 'NOUN')]",risk factor
313,Aku pernah lewat kena marah dengan lecture sebab lambat datang kelas pada hari pertama sedangkan aku bukan tertidur ke sengaja datang lewat cuma bas tu dah penuh aku terpaksa tunggu bas lain datang pula la,"[('aku', 'PRON'), ('pernah', 'ADV'), ('lewat', 'ADJ'), ('kena', 'VERB'), ('marah', 'ADJ'), ('deng', 'NOUN'), ('kuliah', 'NOUN'), ('sebab', 'ADP'), ('lambat', 'ADJ'), ('datang', 'VERB'), ('kelas', 'NOUN'), ('pada', 'ADP'), ('hari', 'NOUN'), ('pertama', 'ADJ'), ('sedang', 'ADV'), ('aku', 'PRON'), ('bu', 'VERB'), ('tidur', 'VERB'), ('ke', 'ADP'), ('sengaja', 'ADV'), ('datang', 'VERB'), ('lewat', 'ADP'), ('cuma', 'SCONJ'), ('bas', 'NOUN'), ('itu', 'DET'), ('dah', 'ADV'), ('penuh', 'ADJ'), ('aku', 'PRON'), ('paksa', 'ADV'), ('tunggu', 'VERB'), ('bas', 'NOUN'), ('lain', 'ADJ'), ('datang', 'VERB'), ('pula', 'ADV')]",risk factor
314, Dan universiti aku ni pula besar first time datang nak daftar dulu pon aku sesat tak jumpa jalan,"[('dan', 'CCONJ'), ('universiti', 'NOUN'), ('aku', 'PRON'), ('ini', 'DET'), ('pula', 'ADV'), ('besar', 'ADJ'), ('pertama', 'NUM'), ('masa', 'NOUN'), ('datang', 'VERB'), ('nak', 'ADV'), ('daftar', 'NOUN'), ('dahulu', 'ADJ'), ('pun', 'ADV'), ('aku', 'PRON'), ('sesat', 'ADJ'), ('tidak', 'PART'), ('jumpa', 'VERB'), ('jal', 'NOUN')]",non-deppressive
315,Macam2 terjadi dekat aku dekat sana,"[('macamp', 'NOUN'), ('jadi', 'VERB'), ('dekat', 'ADP'), ('aku', 'PRON'), ('dekat', 'ADP'), ('sana', 'NOUN')]",non-deppressive
316, Dalam sebulan tu jgak wifi universiti tak boleh nak connect dengan laptop aku,"[('dalam', 'ADP'), ('bulu', 'NOUN'), ('itu', 'DET'), ('jigoku', 'NOUN'), ('wifi', 'NOUN'), ('universiti', 'NOUN'), ('tidak', 'PART'), ('boleh', 'VERB'), ('nak', 'ADV'), ('sambung', 'VERB'), ('deng', 'NOUN'), ('laptop', 'NOUN'), ('aku', 'PRON')]",risk factor
317, Aku stress,"[('aku', 'PRON'), ('tres', 'PROPN')]",symptom
318, Terpaksa pergi Pusat Teknologi maklumat jalan kaki jauh la jugak sebab nak settlekan masalah ni,"[('paksa', 'ADV'), ('pergi', 'VERB'), ('pusat', 'NOUN'), ('teknologi', 'NOUN'), ('maklumat', 'NOUN'), ('jal', 'NOUN'), ('kaki', 'NOUN'), ('jauh', 'ADJ'), ('juga', 'ADV'), ('sebab', 'SCONJ'), ('nak', 'VERB'), ('setatal', 'ADJ'), ('masa', 'NOUN'), ('ini', 'DET')]",risk factor
319,2 kali aku pergi ulang alik jalan kaki penat tau sampai ja sana terus berpeluh,"[('dua', 'NUM'), ('kali', 'NOUN'), ('aku', 'PRON'), ('pergi', 'VERB'), ('ulang', 'NOUN'), ('alik', 'NOUN'), ('jal', 'NOUN'), ('kaki', 'NOUN'), ('penat', 'ADJ'), ('tahu', 'NOUN'), ('sampai', 'ADP'), ('sahaja', 'NOUN'), ('sana', 'NOUN'), ('terus', 'ADV'), ('peluh', 'ADJ')]",non-deppressive
320, Aku bukan tak nak naik bus cuma aku tak tahu sama ada bus tu berhenti ke tidak kat pusat teknologi tu,"[('aku', 'PRON'), ('bu', 'ADJ'), ('tidak', 'PART'), ('mahu', 'ADV'), ('naik', 'VERB'), ('bus', 'NOUN'), ('cuma', 'ADV'), ('aku', 'PRON'), ('tidak', 'ADV'), ('tahu', 'VERB'), ('sama', 'ADV'), ('ada', 'VERB'), ('bus', 'NOUN'), ('itu', 'DET'), ('henti', 'VERB'), ('ke', 'ADP'), ('tidak', 'PART'), ('dekat', 'ADJ'), ('pusat', 'NOUN'), ('teknologi', 'NOUN'), ('itu', 'DET')]",non-deppressive
321, Daripada sesat aku ambik keputusan jalan kaki,"[('daripada', 'ADP'), ('sesat', 'ADJ'), ('aku', 'PRON'), ('ambil', 'VERB'), ('putus', 'NOUN'), ('jal', 'VERB'), ('kaki', 'NOUN')]",non-deppressive
