,raw text,token text,category
312, Nak naik bas pula kena tunggu dan keadaan dalam bas tu sentiasa penuh dengan orang,"['nak', 'naik', 'bas', 'pula', 'kena', 'tunggu', 'dan', 'ada', 'dalam', 'bas', 'itu', 'sentiasa', 'penuh', 'deng', 'orang']",risk factor
313,Aku pernah lewat kena marah dengan lecture sebab lambat datang kelas pada hari pertama sedangkan aku bukan tertidur ke sengaja datang lewat cuma bas tu dah penuh aku terpaksa tunggu bas lain datang pula la,"['aku', 'pernah', 'lewat', 'kena', 'marah', 'deng', 'kuliah', 'sebab', 'lambat', 'datang', 'kelas', 'pada', 'hari', 'pertama', 'sedang', 'aku', 'bu', 'tidur', 'ke', 'sengaja', 'datang', 'lewat', 'cuma', 'bas', 'itu', 'dah', 'penuh', 'aku', 'paksa', 'tunggu', 'bas', 'lain', 'datang', 'pula']",risk factor
314, Dan universiti aku ni pula besar first time datang nak daftar dulu pon aku sesat tak jumpa jalan,"['dan', 'universiti', 'aku', 'ini', 'pula', 'besar', 'pertama', 'masa', 'datang', 'nak', 'daftar', 'dahulu', 'pun', 'aku', 'sesat', 'tidak', 'jumpa', 'jal']",non-deppressive
315,Macam2 terjadi dekat aku dekat sana,"['macamp', 'jadi', 'dekat', 'aku', 'dekat', 'sana']",non-deppressive
316, Dalam sebulan tu jgak wifi universiti tak boleh nak connect dengan laptop aku,"['dalam', 'bulu', 'itu', 'jigoku', 'wifi', 'universiti', 'tidak', 'boleh', 'nak', 'sambung', 'deng', 'laptop', 'aku']",risk factor
317, Aku stress,"['aku', 'tres']",symptom
318, Terpaksa pergi Pusat Teknologi maklumat jalan kaki jauh la jugak sebab nak settlekan masalah ni,"['paksa', 'pergi', 'pusat', 'teknologi', 'maklumat', 'jal', 'kaki', 'jauh', 'juga', 'sebab', 'nak', 'setatal', 'masa', 'ini']",risk factor
319,2 kali aku pergi ulang alik jalan kaki penat tau sampai ja sana terus berpeluh,"['dua', 'kali', 'aku', 'pergi', 'ulang', 'alik', 'jal', 'kaki', 'penat', 'tahu', 'sampai', 'sahaja', 'sana', 'terus', 'peluh']",non-deppressive
320, Aku bukan tak nak naik bus cuma aku tak tahu sama ada bus tu berhenti ke tidak kat pusat teknologi tu,"['aku', 'bu', 'tidak', 'mahu', 'naik', 'bus', 'cuma', 'aku', 'tidak', 'tahu', 'sama', 'ada', 'bus', 'itu', 'henti', 'ke', 'tidak', 'dekat', 'pusat', 'teknologi', 'itu']",non-deppressive
321, Daripada sesat aku ambik keputusan jalan kaki,"['daripada', 'sesat', 'aku', 'ambil', 'putus', 'jal', 'kaki']",non-deppressive
322,Dan apa yang malang lagi roomate aku pula jenis buat hal sendiri je,"['dan', 'apa', 'yang', 'malang', 'lagi', 'roomata', 'aku', 'pula', 'jenis', 'buat', 'hal', 'sendiri', 'sahaja']",risk factor
323, Tak pernah nak ambil kisah pasal aku ni,"['tidak', 'mengaparna', 'nak', 'ambil', 'kisah', 'pasal', 'aku', 'ini']",symptom
324, Aku nak survive kat sini pon susah sebab aku tak ada kawan dan aku pula bukan jenis cepat bergaul dengan orang,"['aku', 'nak', 'tahan', 'hidup', 'dekat', 'sini', 'pun', 'susah', 'sebab', 'aku', 'tidak', 'ada', 'ka', 'dan', 'aku', 'pula', 'bu', 'jenis', 'cepat', 'gaul', 'deng', 'orang']",non-deppressive
325,So memang susah la bagi aku nak survive kat universiti tambah pula dengan banyak esaimen dan grup wassap melibatkan universiti saja ada sampai 24 grup,"['jadi', 'memang', 'susah', 'bagi', 'aku', 'nak', 'tahan', 'hidup', 'dekat', 'universiti', 'tambah', 'pula', 'deng', 'banyak', 'esaimen', 'dan', 'gerup', 'wasap', 'libat', 'universiti', 'sahaja', 'ada', 'sampai', 'dua', 'puluh', 'empat', 'gerup']",non-deppressive
326, Mesej chat sentiasa masuk sampai aku rasa lemas,"['mesej', 'chat', 'sentiasa', 'masuk', 'sampai', 'aku', 'rasa', 'lemas']",symptom
327,Semua ni buatkan aku stress overthinking dan sampai satu tahap aku tak boleh tidur malam,"['semua', 'ini', 'buat', 'aku', 'tres', 'overthinking', 'dan', 'sampai', 'satu', 'tahap', 'aku', 'tidak', 'boleh', 'tidur', 'malam']",symptom
328, Otak aku tak berhenti berfikir dan aku serabut fikir banyak masalah sampai satu tahap aku keluar seorang pergi mall sebab nak release stress dan di situlah timbul satu idea nak bunuh diri,"['otak', 'aku', 'tidak', 'henti', 'pikir', 'dan', 'aku', 'serabut', 'fikir', 'banyak', 'masa', 'sampai', 'satu', 'tahap', 'aku', 'keluar', 'orang', 'pergi', 'mal', 'sebab', 'nak', 'lepas', 'tres', 'dan', 'di', 'situ', 'timbul', 'satu', 'idea', 'nak', 'bunuh', 'diri']",symptom
329, Time ni aku ada dekat mall tingkat atas dan aku dengar suara orang berbisik “best jugak kalau terjun ni”,"['masa', 'ini', 'aku', 'ada', 'dekat', 'mal', 'tingkat', 'atas', 'dan', 'aku', 'dengar', 'suara', 'orang', 'bisik', 'baik', 'juga', 'kalau', 'terjun', 'ini']",symptom
330,Start dari situ aku dah tak boleh nak kawal diri aku,"['mula', 'dari', 'situ', 'aku', 'dah', 'tidak', 'boleh', 'nak', 'kawal', 'diri', 'aku']",symptom
331, Aku rasa otak aku ni dah lost sekejap,"['aku', 'rasa', 'otak', 'aku', 'ini', 'dah', 'hilang', 'kejap']",symptom
332, Tapi aku tak layan perasaan macam tu,"['tetapi', 'aku', 'tidak', 'lay', 'asa', 'macam', 'itu']",non-deppressive
333, Aku terus call parents kata depress rasa nak bunuh diri,"['aku', 'terus', 'panggil', 'parents', 'kata', 'depress', 'rasa', 'nak', 'bunuh', 'diri']",symptom
334, Aku menangis dan aku cerita kat parents aku macam2 jadi dekat universiti sampai aku depress sangat,"['aku', 'menang', 'dan', 'aku', 'cer', 'dekat', 'parents', 'aku', 'macam', 'macam', 'jadi', 'dekat', 'universiti', 'sampai', 'aku', 'depress', 'sangat']",symptom
335,Dan malam tu jugak aku ambik keputusan nak balik rumah,"['dan', 'malam', 'itu', 'juga', 'aku', 'ambil', 'putus', 'nak', 'balik', 'rumah']",non-deppressive
336, Sebab aku memang rasa ada yang pelik dengan diri aku,"['sebab', 'aku', 'memang', 'rasa', 'ada', 'yang', 'pelik', 'deng', 'diri', 'aku']",symptom
337, Aku tak macam aku yang selalu,"['aku', 'tidak', 'macam', 'aku', 'yang', 'selalu']",symptom
338, Aku pon tak tahu macam mana aku boleh depress sampai tahap macam tu sekali,"['aku', 'pun', 'tidak', 'tahu', 'macam', 'mana', 'aku', 'boleh', 'depress', 'sampai', 'tahap', 'macam', 'itu', 'sekali']",symptom
339, Aku bersyukur sebab akhirnya sampai juga rumah walaupon time tu otak aku dah tak betul,"['aku', 'syukur', 'sebab', 'akhir', 'sampai', 'juga', 'rumah', 'walaupon', 'masa', 'itu', 'otak', 'aku', 'dah', 'tidak', 'betul']",non-deppressive
340, Aku menangis teruk dan give up dengan life kat sana,"['aku', 'menang', 'teruk', 'dan', 'beri', 'naik', 'deng', 'hidup', 'dekat', 'sana']",symptom
341,Aku beritahu parents nak berhenti belajar,"['aku', 'beritahu', 'parents', 'nak', 'henti', 'bajar']",non-deppressive
342, Lepas je berhenti belajar aku kemurungan pula,"['lepas', 'sahaja', 'henti', 'bajar', 'aku', 'murung', 'pula']",symptom
343, Aku tak dak selera nak makan,"['aku', 'tidak', 'indak', 'selera', 'nak', 'ma']",symptom
344, Otak aku 24 jam fikir nak mati,"['otak', 'aku', 'dua', 'puluh', 'empat', 'jam', 'fikir', 'nak', 'mati']",symptom
345, Aku kecewa dengan diri sendiri sebab tak boleh nak survive kat universiti sedangkan antara goals aku adalah nak masuk universiti,"['aku', 'rewa', 'deng', 'diri', 'sendiri', 'sebab', 'tidak', 'boleh', 'nak', 'tahan', 'hidup', 'dekat', 'universiti', 'sedang', 'antara', 'goals', 'aku', 'ada', 'nak', 'masuk', 'universiti']",symptom
346, Aku selalu rasa nak cederakan diri aku,"['aku', 'selalu', 'rasa', 'nak', 'cedera', 'diri', 'aku']",symptom
347, Aku meroyan teruk,"['aku', 'meroy', 'teruk']",symptom
348, Dan aku tak boleh nak tidur malam,"['dan', 'aku', 'tidak', 'boleh', 'nak', 'tidur', 'malam']",symptom
349,  Otak ni kalau tak dapat rest atau tidur secukupnya memang tak boleh nak fikir dengan waras,"['otak', 'ini', 'kalau', 'tidak', 'dapat', 'rest', 'atau', 'tidur', 'cukup', 'memang', 'tidak', 'boleh', 'nak', 'fikir', 'deng', 'waras']",symptom
350, Dan smpai 3 hari aku tak mandi,"['dan', 'sampai', 'tiga', 'hari', 'aku', 'tidak', 'mandi']",symptom
351, Rasa betul2 hopeless,"['rasa', 'betul', 'betul', 'tiada', 'harap']",symptom
352, Dan 3 bulan tu juga aku tak keluar rumah sebab takut dengan orang sekeliling,"['dan', 'tiga', 'bul', 'itu', 'juga', 'aku', 'tidak', 'keluar', 'rumah', 'sebab', 'takut', 'deng', 'orang', 'keliling']",symptom
353, Dunia aku jadi gelap,"['dunia', 'aku', 'jadi', 'gelap']",symptom
354,Dan parents aku tengok keadaan aku makin teruk parents bawa pi rawatan islam,"['dan', 'parents', 'aku', 'tengok', 'ada', 'aku', 'makin', 'teruk', 'parents', 'bawa', 'pi', 'rawat', 'islam']",non-deppressive
355, (Time ni aku dengan parents tak tahu lagi yang aku kena penyakit depression),"['masa', 'ini', 'aku', 'deng', 'parents', 'tidak', 'tahu', 'lagi', 'yang', 'aku', 'kena', 'sakit', 'murung']",non-deppressive
356, Merata pi berubat sampai ada ustaz seorang ni kata aku ada saka,"['rata', 'pi', 'ubat', 'sampai', 'ada', 'ustaz', 'orang', 'ini', 'kata', 'aku', 'ada', 'saka']",non-deppressive
357, Tapi aku rasa aku tak ada gangguan makhluk halus pon sebenarnya,"['tetapi', 'aku', 'rasa', 'aku', 'tidak', 'ada', 'ganggu', 'makhluk', 'halus', 'pun', 'benar']",non-deppressive
358, Sampai la satu hari ada orang suggest dekat parents aku suruh bawa pergi hospital pakar psikatrik,"['sampai', 'satu', 'hari', 'ada', 'orang', 'cadang', 'dekat', 'parents', 'aku', 'suruh', 'bawa', 'pergi', 'hospital', 'pakar', 'psikiatr']",non-deppressive
359,First time jumpa doktor aku rasa takut sangat,"['pertama', 'masa', 'jumpa', 'doktor', 'aku', 'rasa', 'takut', 'sangat']",symptom
360, Aku tak boleh nak pandang dan bercakap dengan doktor sebab otak aku 24 jam overthinking,"['aku', 'tidak', 'boleh', 'nak', 'pandang', 'dan', 'cakap', 'deng', 'doktor', 'sebab', 'otak', 'aku', 'dua', 'puluh', 'empat', 'jam', 'overthinking']",symptom
361, Aku just tunduk ketakutan dan aku menangis non stop,"['aku', 'ha', 'tunduk', 'takut', 'dan', 'aku', 'menang', 'bu', 'henti']",symptom
362, Keadaan aku time tu sangat la lemah dan penat sebab otak non stop berfikir je,"['ada', 'aku', 'masa', 'itu', 'sangat', 'lemah', 'dan', 'penat', 'sebab', 'otak', 'bu', 'henti', 'pikir', 'sahaja']",symptom
363, Dan aku juga susah nak fokus dan mudah lupa,"['dan', 'aku', 'juga', 'susah', 'nak', 'fokus', 'dan', 'mudah', 'lupa']",symptom
364, Aku juga mengalami lupa ingatan sementara,"['aku', 'juga', 'alami', 'lupa', 'ingat', 'sementara']",symptom
365,Doktor tu kata kat parents aku bawa balik dulu nanti jumpa lagi,"['doktor', 'itu', 'kata', 'dekat', 'parents', 'aku', 'bawa', 'balik', 'dahulu', 'nanti', 'jumpa', 'lagi']",non-deppressive
366, And doktor tu bagi aku ubat banyak gila nak kena makan,"['dan', 'doktor', 'itu', 'bagi', 'aku', 'ubat', 'banyak', 'gila', 'nak', 'kena', 'ma']",medical history
367, Aku balik dan hari2 aku makan ubat,"['aku', 'balik', 'dan', 'hari', 'hari', 'aku', 'ma', 'ubat']",non-deppressive
368, Alhamdulilah aku dah boleh tidur malam dan aku boleh kawal emosi aku,"['alhamduli', 'aku', 'dah', 'boleh', 'tidur', 'malam', 'dan', 'aku', 'boleh', 'kawal', 'emosi', 'aku']",non-deppressive
369,2 bulan selepas tu aku semakin baik dan sembuh,"['dua', 'bul', 'lepas', 'itu', 'aku', 'makin', 'baik', 'dan', 'sembuh']",non-deppressive
370, Aku jumpa doktor tu lagi dan time tu baru ada keyakinan nak bercakap dengan doktor,"['aku', 'jumpa', 'doktor', 'itu', 'lagi', 'dan', 'masa', 'itu', 'baru', 'ada', 'yakin', 'nak', 'cakap', 'deng', 'doktor']",non-deppressive
371, Dan doktor sahkan aku menghidap depresi dan kemurungan,"['dan', 'doktor', 'sah', 'aku', 'menghidap', 'depresi', 'dan', 'murung']",medical history
372, Doktor kata antara salah satu punca dia adalah kurang tidur,"['doktor', 'kata', 'antara', 'sa', 'satu', 'punca', 'dia', 'ada', 'kurang', 'tidur']",medical history
373, Doktor selalu ingatkan aku supaya tidur kena cukup,"['doktor', 'selalu', 'ingat', 'aku', 'supaya', 'tidur', 'kena', 'cukup']",medical history
374,Dan sekarang aku masih lagi menerima rawatan 3 bulan sekali,"['dan', 'sekarang', 'aku', 'masih', 'lagi', 'terima', 'rawat', 'tiga', 'bul', 'sekali']",medical history
375, Kadang2 aku rasa sedih hidup tengok kawan2 berjaya dan pergi belajar sedangkan aku sekarang menganggur ja,"['kadangeb', 'aku', 'rasa', 'sedih', 'hidup', 'tengok', 'ka', 'ka', 'jaya', 'dan', 'pergi', 'bajar', 'sedang', 'aku', 'sekarang', 'anggur', 'sahaja']",risk factor
376, Aku sempat kerja sebagai cikgu ganti selama 2 bulan selepas saja aku sembuh dari penyakit ni tapi dah habis tempoh kontrak,"['aku', 'sempat', 'kerja', 'bagai', 'cikgu', 'ganti', 'lama', 'dua', 'bul', 'lepas', 'sahaja', 'aku', 'sembuh', 'dari', 'sakit', 'ini', 'tetapi', 'dah', 'habis', 'tempoh', 'kontrak']",non-deppressive
377, Parents aku ada juga suruh apply kerja tapi aku tak berminat nak kerja benda yang aku tak suka,"['parents', 'aku', 'ada', 'juga', 'suruh', 'mohon', 'kerja', 'tetapi', 'aku', 'tidak', 'minat', 'nak', 'kerja', 'benda', 'yang', 'aku', 'tidak', 'suka']",non-deppressive
378,Buat masa sekarang aku masih lagi menunggu panggilan kerja sebagai guru ganti sebab hati aku ni tak terbuka nak kerja benda lain,"['buat', 'masa', 'sekarang', 'aku', 'masih', 'lagi', 'tunggu', 'panggil', 'kerja', 'bagai', 'guru', 'ganti', 'sebab', 'hati', 'aku', 'ini', 'tidak', 'buka', 'nak', 'kerja', 'benda', 'lain']",non-deppressive
379, Aku semakin baik cuma aku kadang2 ada juga la rasa murung tu,"['aku', 'makin', 'baik', 'cuma', 'aku', 'kadang', 'kadang', 'ada', 'juga', 'rasa', 'murung', 'itu']",symptom
380, Aku dah tak happy macam dulu lagi,"['aku', 'dah', 'tidak', 'gembira', 'macam', 'dahulu', 'lagi']",symptom
381, Aku tetap bersyukur walaupon aku rasa ujian aku ni berat sangat tapi aku masih bernyawa lagi,"['aku', 'tetap', 'syukur', 'walaupon', 'aku', 'rasa', 'uji', 'aku', 'ini', 'berat', 'sangat', 'tetapi', 'aku', 'masih', 'nyawa', 'lagi']",non-deppressive
382, Allah tetap bagi aku hidup lagi,"['allah', 'tetap', 'bagi', 'aku', 'hidup', 'lagi']",non-deppressive
383,Semua yang berlaku pasti ada hikmahnya,"['semua', 'yang', 'laku', 'pasti', 'ada', 'hikmah']",non-deppressive
384, Tapi kadang2 aku fikir juga kenapa Allah bagi aku ujian macam ni penyakit yang luar nampak normal tapi dalam tu merana sangat,"['tetapi', 'kadang', 'kadang', 'aku', 'fikir', 'juga', 'kenapa', 'allah', 'bagi', 'aku', 'uji', 'macam', 'ini', 'sakit', 'yang', 'luar', 'tampak', 'normal', 'tetapi', 'dalam', 'itu', 'merana', 'sangat']",non-deppressive
385,Aku tak tahu nak cerita penyakit aku dekat orang sebab kalau aku cerita pon mereka tak akan faham,"['aku', 'tidak', 'tahu', 'nak', 'cer', 'sakit', 'aku', 'dekat', 'orang', 'sebab', 'kalau', 'aku', 'cer', 'pun', 'mereka', 'tidak', 'akan', 'faham']",risk factor
386, Mesti mereka akan judge aku yang aku ni lemah iman sedangkan aku dulu dekat universiti subuh dekat surau,"['mesti', 'mereka', 'akan', 'hakim', 'aku', 'yang', 'aku', 'ini', 'lemah', 'im', 'sedang', 'aku', 'dahulu', 'dekat', 'universiti', 'subuh', 'dekat', 'surau']",risk factor
387, Solat lima waktu,"['solat', 'lima', 'waktu']",non-deppressive
388,Apa pon doakan aku dipermudahkan urusan nak sambung belajar balik dalam bulan 9 tahun ni,"['apa', 'pun', 'doa', 'aku', 'mudah', 'urus', 'nak', 'sambung', 'bajar', 'balik', 'dalam', 'bul', 'sembil', 'tahun', 'ini']",non-deppressive
389, Cuma sekarang aku buntu nak buat apa kat rumah lama²,"['cuma', 'sekarang', 'aku', 'buntu', 'nak', 'buat', 'apa', 'dekat', 'rumah', 'lama', 'lama']",non-deppressive
390, Bosan teruk dengan takda kawan,"['bos', 'teruk', 'deng', 'tiada', 'ka']",non-deppressive
391, Itu saja cerita aku,"['itu', 'sahaja', 'cer', 'aku']",non-deppressive
392, Terima kasih,"['terima', 'kasih']",non-deppressive
393,– Fezzul  (Bukan nama sebenar)Hantar confession anda di sini -> https://iiumc,"['angan', 'fezzul', 'bu', 'nama', 'benar', 'hantar', 'pengi', 'anda', 'di', 'sini', 'htps', 'iium']",non-deppressive
394, com/submit,"['com', 'muka']",non-deppressive
395,"Hari ini, aku dapat tahu sendiri kenapa orang murung tak dapatkan pertolongan","['hari', 'ini', 'aku', 'dapat', 'tahu', 'sendiri', 'kenapa', 'orang', 'murung', 'tidak', 'dapat', 'tolong']",non-deppressive
396,Aku pergi klinik kesihatan hari ni,"['aku', 'pergi', 'klinik', 'kesihat', 'hari', 'ini']",non-deppressive
397," Dalam dua minggu lepas, perasaan yang dah lama aku tak rasa datang balik","['dalam', 'dua', 'minggu', 'lepas', 'asa', 'yang', 'dah', 'lama', 'aku', 'tidak', 'rasa', 'datang', 'balik']",medical history
398, Dulu masa aku belajar dan masa aku bujang selalu la perasaan tu datang,"['dahulu', 'masa', 'aku', 'bajar', 'dan', 'masa', 'aku', 'bujang', 'selalu', 'asa', 'itu', 'datang']",medical history
399,Seingat aku ini kali pertama datang perasaan yang sama macam dulu sejak aku kahwin,"['ingat', 'aku', 'ini', 'kali', 'pertama', 'datang', 'asa', 'yang', 'sama', 'macam', 'dahulu', 'sejak', 'aku', 'kahwin']",medical history
400, Pencetusnya? Aku pun tak tahu,"['cetus', 'aku', 'pun', 'tidak', 'tahu']",non-deppressive
401,"Dalam dua minggu lepas, aku memang rasa down sangat","['dalam', 'dua', 'minggu', 'lepas', 'aku', 'memang', 'rasa', 'down', 'sangat']",symptom
402, Tanpa sebab,"['tanpa', 'sebab']",non-deppressive
403, Rasa sedih,"['rasa', 'sedih']",symptom
404, Rasa malas bangun tidur,"['rasa', 'malas', 'bangun', 'tidur']",symptom
405, Aku bangun untuk solat subuh je,"['aku', 'bangun', 'untuk', 'solat', 'subuh', 'sahaja']",symptom
406, Itu pun kadang2 aku burn subuh,"['itu', 'pun', 'kadang', 'kadang', 'aku', 'bakar', 'subuh']",symptom
407," Lepas subuh, aku tidur balik","['lepas', 'subuh', 'aku', 'tidur', 'balik']",symptom
408, Takde semangat langsung nak bangun,"['tidak', 'ada', 'semangat', 'langsung', 'nak', 'bangun']",symptom
409," Oh, aku kerja ikut suka aku","['oh', 'aku', 'kerja', 'ikut', 'suka', 'aku']",symptom
410, Kerja bebas,"['kerja', 'bebas']",symptom
411,Aku rasa sedih tak tentu pasal,"['aku', 'rasa', 'sedih', 'tidak', 'tentu', 'pasal']",symptom
412, Takde sebab,"['tidak', 'ada', 'sebab']",symptom
413, Rasa useless,"['rasa', 'tidak', 'guna']",symptom
414, Rasa macam dulu la masa belajar,"['rasa', 'macam', 'dahulu', 'masa', 'bajar']",non-deppressive
415, Masa bujang,"['masa', 'bujang']",non-deppressive
416, Masa aku duduk sorang2,"['masa', 'aku', 'duduk', 'orang', 'orang']",non-deppressive
417, Tapi ini kali pertama jadi lepas kahwin,"['tetapi', 'ini', 'kali', 'pertama', 'jadi', 'lepas', 'kahwin']",non-deppressive
418, Otak aku asyik fikir kalau mati lagi best,"['otak', 'aku', 'asyik', 'fikir', 'kalau', 'mati', 'lagi', 'baik']",symptom
419, Aku dah prepare dah untuk isteri dan anak aku duit,"['aku', 'dah', 'sedia', 'dah', 'untuk', 'isteri', 'dan', 'anak', 'aku', 'duit']",non-deppressive
420," Tak banyak, tapi ada la","['tidak', 'banyak', 'tetapi', 'ada']",non-deppressive
421," Tapi fikir je, takde la sampai aku nak campak nyawa aku sendiri","['tetapi', 'fikir', 'sahaja', 'tiada', 'sampai', 'aku', 'nak', 'campak', 'nyawa', 'aku', 'sendiri']",non-deppressive
422," Cuma macam bayangkan, death by proxy","['cuma', 'macam', 'bayang', 'death', 'deng', 'proksi']",symptom
423, Mati sebab accident ke,"['mati', 'sebab', 'malang', 'ke']",symptom
424, Aku ada la iman lagi,"['aku', 'ada', 'im', 'lagi']",non-deppressive
425, Aku tahu la dosa pahala,"['aku', 'tahu', 'dosa', 'pahala']",non-deppressive
426,"Satu malam dalam dua minggu lepas tu, aku scroll FB, search tentang depression","['satu', 'malam', 'dalam', 'dua', 'minggu', 'lepas', 'itu', 'aku', 'tatal', 'facebook', 'cari', 'tentang', 'murung']",non-deppressive
427," Jumpa la satu page ni, Malaysia Suicide Alert (MESRA)","['jumpa', 'satu', 'page', 'ini', 'malaysia', 'bunuh', 'diri', 'amar', 'mesra']",non-deppressive
428, Aku try la pm,"['aku', 'cuba', 'pm']",non-deppressive
429, tak berbalas sampai sekarang,"['tidak', 'balas', 'sampai', 'sekarang']",non-deppressive
430, Aku cuba la call Befrienders,"['aku', 'cuba', 'panggil', 'befrienders']",non-deppressive
431, Tak dapat,"['tidak', 'dapat']",non-deppressive
432, Tapi aku faham la sebab dah tengah malam,"['tetapi', 'aku', 'faham', 'sebab', 'dah', 'tengah', 'malam']",non-deppressive
433," Serius aku cakap, memang waktu tu aku serabut","['serius', 'aku', 'cakap', 'memang', 'waktu', 'itu', 'aku', 'serabut']",non-deppressive
434, Aku rasa berat sangat nak buat benda yang aku selalu buat,"['aku', 'rasa', 'berat', 'sangat', 'nak', 'buat', 'benda', 'yang', 'aku', 'selalu', 'buat']",symptom
435, Aku rasa nak tidur je,"['aku', 'rasa', 'nak', 'tidur', 'sahaja']",symptom
436, Aku monyok je,"['aku', 'monyok', 'sahaja']",symptom
437, Keluar dengan family pun rasa tak happy,"['keluar', 'deng', 'keluarga', 'pun', 'rasa', 'tidak', 'gembira']",symptom
438, Aku sedih je,"['aku', 'sedih', 'sahaja']",symptom
439,Aku jumpa satu link,"['aku', 'jumpa', 'satu', 'paut']",non-deppressive
440, Questionnaire,"['soal', 'selidik']",non-deppressive
441, Saringan Kesihatan Mental,"['saring', 'kesihat', 'mental']",non-deppressive
442, Aku cuba la jawab,"['aku', 'cuba', 'jawab']",non-deppressive
443," Dapat keputusan dalam email, dia suruh aku pergi ke Klinik Kesihatan","['dapat', 'putus', 'dalam', 'email', 'dia', 'suruh', 'aku', 'pergi', 'ke', 'klinik', 'kesihat']",non-deppressive
444," Esoknya aku pergi, aku tunjuk kat kaunter klinik kesihatan, diorang pun blur","['esok', 'aku', 'pergi', 'aku', 'tunjuk', 'dekat', 'kaunter', 'klinik', 'kesihat', 'mereka', 'pun', 'kabur']",non-deppressive
445, Tapi diorang suruh aku daftar dulu,"['tetapi', 'mereka', 'suruh', 'aku', 'daftar', 'dahulu']",non-deppressive
446," Aku daftar, Aku tunggu lama","['aku', 'daftar', 'aku', 'tunggu', 'lama']",non-deppressive
447, Pastu aku balik sebelum sempat diorang panggil aku,"['lepas', 'itu', 'aku', 'balik', 'belum', 'sempat', 'mereka', 'panggil', 'aku']",non-deppressive
448," Aku fikir, takpe la, aku setel sendiri……I got better a few days later","['aku', 'fikir', 'taka', 'aku', 'setel', 'sendiri', 'angan', 'angan', 'saya', 'dapat', 'lebih', 'baik', 'a', 'beberapa', 'hari', 'kemudi']",non-deppressive
449, Ada beberapa benda yang aku buat menjadi,"['ada', 'beberapa', 'benda', 'yang', 'aku', 'buat', 'jadi']",non-deppressive
450, Aku semangat balik,"['aku', 'semangat', 'balik']",non-deppressive
451, Aku ok balik,"['aku', 'okey', 'balik']",non-deppressive
452, Tapi perasaan tu masih ada la,"['tetapi', 'asa', 'itu', 'masih', 'ada']",non-deppressive
453," Aku start balik bangun awal pagi, ulang balik rutin dulu","['aku', 'mula', 'balik', 'bangun', 'awal', 'pagi', 'ulang', 'balik', 'rutin', 'dahulu']",non-deppressive
454," Pastu hari ini, aku buat keputusan untuk pergi klinik kesihatan lagi sebab aku ada gatal-gatal tanpa ruam yang miang sesangat","['lepas', 'itu', 'hari', 'ini', 'aku', 'buat', 'putus', 'untuk', 'pergi', 'klinik', 'kesihat', 'lagi', 'sebab', 'aku', 'ada', 'gatal', 'gatal', 'tanpa', 'ruam', 'yang', 'miang', 'sangat']",non-deppressive
455," Pergi klinik kali ni, aku tunggu","['pergi', 'klinik', 'kali', 'ini', 'aku', 'tunggu']",non-deppressive
456, Tunggu sampai dipanggil masuk bilik doktor,"['tunggu', 'sampai', 'panggil', 'masuk', 'bilik', 'doktor']",non-deppressive
457,"Jumpa doktor, aku cerita pasal gatal-gatal","['jumpa', 'doktor', 'aku', 'cer', 'pasal', 'gatal', 'gatal']",non-deppressive
458, Dan biasalah doktor klinik kerajaan,"['dan', 'biasa', 'doktor', 'klinik', 'raja']",non-deppressive
459, Beban kerja terlalu banyak,"['beb', 'kerja', 'terlalu', 'banyak']",non-deppressive
460, Memang cuba secepat mungkin untuk selesaikan patient,"['memang', 'cuba', 'cepat', 'mungkin', 'untuk', 'selesai', 'sakit']",non-deppressive
461, Aku cuba cakap tentang ujian saringan depression yang aku ada ambil,"['aku', 'cuba', 'cakap', 'tentang', 'uji', 'saring', 'murung', 'yang', 'aku', 'ada', 'ambil']",non-deppressive
462,"Waktu ini, nampak gaya macam ada sinis sikit","['waktu', 'ini', 'tampak', 'gaya', 'macam', 'ada', 'sin', 'sikit']",non-deppressive
463, Macam mana nak cakap ye? Macam gaya nak kata kita ni mengada-ada,"['macam', 'mana', 'nak', 'cakap', 'ya', 'macam', 'gaya', 'nak', 'kata', 'k', 'ini', 'ada', 'ada']",non-deppressive
464," Mungkin aku sangka buruk, tapi aku orang sales, aku boleh baca sikit2 gaya orang ni","['mungkin', 'aku', 'sangka', 'buruk', 'tetapi', 'aku', 'orang', 'selesa', 'aku', 'boleh', 'baca', 'sikit', 'sikit', 'gaya', 'orang', 'ini']",non-deppressive
465," But don’t get me wrong, the doctor was still professional","['tetapi', 'jang', 'nanti', 'dapat', 'saya', 'wrong', 'yang', 'doktor', 'ada', 'masih', 'ada', 'profesional']",non-deppressive
466," Dia suruh aku ambil satu borang kat luar, suruh aku isi borang tu","['dia', 'suruh', 'aku', 'ambil', 'satu', 'borang', 'dekat', 'luar', 'suruh', 'aku', 'isi', 'borang', 'itu']",non-deppressive
467, Borang DASS namanya,"['borang', 'dass', 'nama']",non-deppressive
468,Borang mengandungi soalan2 yang lebih kurang sama macam soalan saringan depression hari tu,"['borang', 'kandung', 'soal', 'soal', 'yang', 'lebih', 'kurang', 'sama', 'macam', 'soal', 'saring', 'murung', 'hari', 'itu']",non-deppressive
469, Aku jawab la ikut arahan,"['aku', 'jawab', 'ikut', 'arah']",non-deppressive
