,raw text,token text,category
194, Arus elektrik bervoltan rendah dialirkan di sekitar kepala dan kita tidak rasa apa apa sebab dah tidur,"['arus', 'elektrik', 'volt', 'rendah', 'alir', 'kepala', 'dah', 'tidur']",statement
195," Jadi yang sakitnya pun sewaktu beri ubat bius (sakit sikit je) dan bangun bangun je dah ada atas katil, ada makanan terhidang","['sakit', 'ubat', 'bius', 'sakit', 'sikit', 'je', 'bangun', 'bangun', 'je', 'dah', 'katil', 'makan', 'hidang']",statement
196,"Tetapi mungkin akan rasa pening, sakit kepala, mual dan blur sedikit lepas bangun tidur, kesan ubat bius","['pening', 'sakit', 'kepala', 'mual', 'blur', 'lepas', 'bangun', 'tidur', 'kesan', 'ubat', 'berat belah']",statement
197," Tapi jangan risau, kesannya selalunya beberapa jam sahaja","['risau', 'kesan', 'selalu', 'jem', 'sahaja']",statement
198, Nurse dan doktor akan memantau keadaan pesakit selepas ECT,"['jurawat', 'doktor', 'pantau', 'sakit', 'lepas', 'ect']",statement
199," Sekiranya berlanjutan, doktor akan beri ubat bersesuaian dengan kesan yang kita alamiKawan kawan dan keluarga datang melawat","['lanjut', 'doktor', 'ubat', 'suai', 'kesan', 'alamikawan', 'kawan', 'keluarga', 'jalan']",statement
200, Mereka juga nampak saya lebih ceria selepas sesi rawatan dan saya juga rasa lebih positif dan baik,"['nampak', 'ceria', 'lepas', 'sesi', 'rawat', 'positif']",statement
201, Doktor juga membenarkan saya keluar selepas lengkap rawatan ECT,"['doktor', 'jawapan', 'masa', 'lengkap', 'rawat', 'dl']",statement
202, Ubat saya ditukar pula kepada Desvenlafaxine (juga anti-depressant) dan Aripiprazole untuk halusinasi,"['ubat', 'tukar', 'desvenlafaxine', 'antidepresan', 'ariprazole', 'halusinasi']",statement
203,"Pada waktu ini, Aripiprazole menyebabkan saya rasa resah","['ariprazole', 'sebab', 'resah']",statement
204," Saya tidak boleh duduk diam di rumah dan bila hendak tidur, saya perlu menggunakan Lorazepam untuk tidur","['duduk', 'diam', 'rumah', 'tidur', 'lorazepam', 'tidur']",statement
205," Selepas berbincang dengan doktor, saya tidak perlu lagi menggunakan Aripiprazole kerana halusinasi juga hilang sehingga hari ini","['lepas', 'bincang', 'doktor', 'ariprazole', 'rana', 'halusinasi', 'hilang']",statement
206, Saya masih dalam rawatan (Desvenlafaxine) dan pemantauan doktor tetapi sekarang saya lebih ceria dan positif,"['xaaesaya', 'rawat', 'desvenlafaxine', 'pantau', 'doktor', 'ceria', 'positif']",statement
207, Saya kembali menjalani kehidupan normal sebelum saya sakit,"['menjalani', 'hidup', 'normal', 'sakit']",statement
208," Saya sangat bersyukur dengan pertolongan doktor, keluarga dan kawan dalam proses pemulihan ini","['syukur', 'tolong', 'doktor', 'keluarga', 'kawan', 'proses', 'pulih']",statement
209,"Sekarang, saya telah meletakkan jawatan dan mencari peluang pekerjaan lain","['letak', 'jawat', 'cari', 'peluang', 'kerja']",statement
210, Mungkin rezeki saya di bidang perubatan setakat ini sahaja atau mungkin juga di lain masa,"['rezeki', 'bidang', 'ubat', 'setakat', 'sahaja']",statement
211," Apa pun, hidup tetap perlu diteruskan","['hidup', 'terus']",statement
212, Saya tidak pernah menyesal melalui pengalaman ini kerana ia menjadi satu bahagian dalam hidup saya yang bernilai,"['sesal', 'alam', 'rana', 'bahagian', 'hidup', 'nila']",statement
213,"Ada masa kita jatuh terduduk, ada masa kita akan kembali bangkit lebih tinggi dari sebelumnya","['jatuh', 'duduk', 'bangkit']",statement
214," Saya percaya, satu pintu yang tertutup, ada pintu lain yang terbuka","['percaya', 'pintu', 'tutup', 'pintu', 'buka']",statement
215," Dan akhirnya kita akan melalui jalan kehidupan yang lebih bahagia, asalkan kita terus berusaha","['jalan', 'hidup', 'bahagia', 'berusaha']",statement
216, Pelbagai pengajaran saya pelajari sewaktu tempoh depression ini antaranya :1,"['xaaepelbagai', 'ajar', 'ajar', 'tempoh', 'depression', 'angan']",statement
217," Sekiranya emosi kita terganggu atau stress, luahkan pada orang yang kita rapat, kawan – kawan dan keluarga","['emosi', 'ganggu', 'stress', 'luah', 'orang', 'rapat', 'kawan', 'angan', 'kawan', 'keluarga']",medical history
218," Selalunya, sesi meluahkan perasaan amat membantu menstabilkan emosi","['selalu', 'sesi', 'luah', 'asa', 'bantu', 'stabil', 'emosi']",medical history
219," Sekiranya anda tidak selesa meluhkan pada kenalan, boleh cuba menghubungi Befrienders","['selesa', 'meluhkan', 'kenal', 'cuba', 'hubung', 'befrienders']",statement
220, Mereka terlatih untuk mendengar isu dan masalah pemanggil dan tidak bersifat judgemental dengan isu kita,"['latih', 'dengar', 'isu', 'panggil', 'bersifat', 'judgemental', 'isu']",statement
221, 2,['xaae'],statement
222, Dapatkan rawatan di klinik kesihatan / pakar psikiatrik sekiranya masalah tetap berpanjangan,"['dapat', 'rawat', 'klinik', 'kesihatan', 'pakar', 'psikiatr', 'panjang']",statement
223," Jangan sekali- kali merawat diri sendiri tanpa pemantauan doktor dan pakar bertauliah, dikhuatiri menyebabkan masalah lain pula","['kali', 'rawat', 'pantau', 'doktor', 'pakar', 'tauliah', 'dikhuatiri', 'sebab']",statement
224,3,['angan'],statement
225," Sekiranya tidak serasi dengan ubatan atau ubat tidak memberikan kesan, berbincang dengan doktor pakar dan nyatakan dengan jujur","['serasi', 'ubat', 'ubat', 'kesan', 'bincang', 'doktor', 'pakar', 'nyata', 'jujur']",statement
226, Doktor akan cuba mengoptimumkan rawatan,"['doktor', 'Cuba', 'optimum', 'rawat']",statement
227, Sesetengah ubat memerlukan tempoh untuk berkesan dan berbeza tempoh kecepatan dan keberkesanan,"['tengah', 'ubat', 'tempoh', 'kes', 'berbeza', 'tempoh', 'cepat', 'kesan']",statement
228, Jangan malu kerana ia boleh menganggu rawatan dan menyebabkan kita mudah berputus asa,"['malu', 'rana', 'menganggu', 'rawat', 'sebab', 'mudah', 'putus', 'asa']",statement
229, Hadir bersama ahli keluarga atau kawan agar mereka juga faham rawatan dan situasi kita,"['hadir', 'ahli', 'keluarga', 'kawan', 'faham', 'rawat', 'situasi']",statement
230, Mungkin ahli keluarga dan kawan boleh mengajukan soalan kita kalau kita malu,"['ahli', 'keluarga', 'kawan', 'aju', 'soal', 'malu']",statement
231, Pastikan anda faham rawatan dan arahan doktor,"['jalan', 'faham', 'rawat', 'arah', 'doktor']",statement
232,4,['angan'],statement
233, Banyakkan bersabar dan lakukan akitiviti yang mendatangkan keseronokan,"['banyak', 'sabar', 'laku', 'akitivi', 'seronok']",statement
234, Bersenam merupakan aktiviti yang sangat membantu 5,"['senam', 'aktiviti', 'bantuxa p']",statement
235, Jangan mudah menghukum orang pesakit pskiatrik,"['mudah', 'hukum', 'orang', 'sakit', 'pskiatrik']",statement
236," Ada yang kata kena sihir, gangguan jin dan pelbagai lagi yang boleh menyebabkan pesakit bertambah murung","['kena', 'sihir', 'ganggu', 'jin', 'pelbagai', 'sebab', 'sakit', 'tambah', 'murung']",statement
237," Apa yang kita boleh lakukan adalah dengan memberi kata semangat, motivasi dan doa","['laku', 'semangat', 'motivasi', 'doa']",statement
238,6,['angan'],statement
239," Tidak dinafikan ada kes yang melibatkan gangguan alam ghaib tetapi pada masa yang sama, berikhtiarlah dengan perawat bertauliah, professional dan rawatan yang terbukti dikaji dan berkesan di peringkat kinikal","['nafi', 'kes', 'masalah', 'ganggu', 'alam', 'ghaib', 'ikhtiar', 'perawat', 'tauliah', 'profesional', 'rawat', 'terbukti', 'kaji', 'kes', 'peringkat', 'kinikal']",statement
240," Pendek kata, produk produk jualan di pasaran yang mendakwa boleh menyembuhkan penyakit psikiatrik mahupun fizikal adalah berkemungkinan besar merugikan duit dan tidak berkesan","['pendek', 'produk', 'produk', 'jual', 'pasar', 'dakwa', 'sembuh', 'sakit', 'psikiatr', 'baik', 'fizikal', 'mungkin', 'rugi', 'duit', 'kes']",statement
241," Sekalipun berkesan, mungkin jangka pendek sahaja dan penjual produk tidak ada follow-up dan guideline yang diiktiraf","['kes', 'jangka masa', 'pendek', 'sahaja', 'jual', 'produk', 'susulan', 'guideline', 'iktiraf']",statement
242," Para penjual produk, tolong jangan ambil kesempatan ke atas para pesakit untuk keuntungan semata ye","['jual', 'produk', 'tolong', 'ambil', 'peluang', 'sakit', 'untung', 'awak']",statement
243, Banyak orang cuba mencadangkan produk-produk ini kepada saya tetapi saya tidak mengambilnya,"['orang utan', 'Cuba', 'cadang', 'produk produk', 'mengambilnya']",statement
244," Akta Perubatan melarang para penjual mengiklankan produk yang boleh menyembuhkan 20 jenis penyakit, salah satunya penyakit psikiatrik","['akta', 'ubat', 'larang', 'jual', 'iklan', 'produk', 'sembuh', 'angan', 'jenis', 'sakit', 'salah', 'khas', 'sakit', 'psikiatr']",statement
245,7,['angan'],statement
246, Banyakkan berdoa,"['banyak', 'doa']",statement
247," Kepada yang Muslim, banyakkan solat sunat dan membaca Quran juga","['muslim', 'banyak', 'solat hari raya', 'sunat', 'baca', 'quran']",statement
248," Apa pun pegangan anda, fokuskan kepada aspek positif untuk sembuh","['pegang', 'fokus', 'aspek', 'positif', 'sembuh']",statement
249, Ia mungkin sukar untuk dilakukan di peringkat awal depression kerana fikiran negatif akan selalu datang,"['sukar', 'peringkat', 'murung', 'rana', 'fikiran', 'negatif']",statement
250," Di sinilah pentingnya kawan dan keluarga untuk memberi kata kata positif, semangat dan dorongan","['kawan', 'keluarga', 'positif', 'semangat', 'dorong']",statement
251,8,['angan'],statement
252, Suicidal ideation (fikiran untuk membunuh diri) biasa berlaku kepada pesakit psikiatrik terutamanya depression,"['suicidal', 'cita - cita', 'fikiran', 'bunuh', 'laku', 'sakit', 'psikiatr', 'jalan', 'murung']",symptom
253, Amat penting untuk ahli keluarga dan rakan rakan mengenali simptom depression,"['ahli', 'keluarga', 'rak', 'rak', 'nali', 'simptom', 'murung']",statement
254, Saya banyak berfikir mengenai mati tetapi alhamdulillah tidak ke tahap suicidal ideation,"['pikir', 'mati', 'alhamdulillah', 'mabuk', 'bunuh diri', 'cita - cita']",statement
255, Suicidal attempt amat tinggi di kalangan wanita tetapi completed suicide lebih tinggi di kalangan lelaki,"['bunuh diri', 'cubaan', 'orang', 'wanita', 'selesai', 'suicide', 'orang', 'lelaki']",symptom
256," Apa pun, hidup ini penuh dugaan dan cabaran tetapi ia juga diisi dengan kebahagiaan untuk yang berusaha","['xaaeap', 'hidup', 'penuh', 'duga', 'cabar', 'isi', 'bahagia', 'berusaha']",statement
257, Doakan agar saya diluaskan rezeki saya di dalam apa jua bidang (mana tahu saya kembali ke bidang perubatan) dan moga kita semua selalu memberi dorongan dan motivasi kepada satu sama lain,"['doa', 'luas', 'rezeki', 'jua', 'bidang', 'bidang', 'ubat', 'moga', 'dorong', 'motivasi']",statement
258," Terima kasih kerana membaca, moga ada manfaat untuk semua dan saya memohon maaf atas kekurangan penulisan saya","['terima', 'kasih sayang', 'rana', 'baca', 'moga', 'faedah', 'mohon', 'maaf', 'kurang', 'tulis']",statement
259," Selamat berjuang dan percayalah, ada sinar harapan untuk kita semua 🙂 Penulis: F","['xaaeselamat', 'juang', 'percaya', 'sinar', 'harap', 'angan xaaepenulis', 'f']",statement
260, Ini kisah saya,['kisah'],statement
261, Saya menulis dalam keadaan masih dalam dilema tapi penuh dengan rasa happy,"['tulis', 'dilema', 'penuh', 'happy']",statement
262, Paling penting saya dah tak perlukan ssri ( antidepressant) untuk rasa betul betul gembira dengan hidup ini,"['dah', 'perlu', 'ssri', 'antidepressant', 'gembira', 'hidup']",statement
263, Alhamdulillah,['alhamdulillah'],statement
264, Dan ramadhan ini saya anggap satu platform untuk saya betul betul memohon dari Allah jalan mana yang perlu saya pilih untuk mencari rezeki,"['ramadhan', 'anggap', 'lantar', 'mohon', 'allah', 'jalan', 'pilih', 'cari', 'rezeki']",statement
265,Ya,['ya'],statement
266, Saya masih lagi seorang houseman di sebuah hospital,"['bantu rumah', 'hospital']",statement
267, Tapi dalam dilema untuk resign,"['dilema', 'letak jawat']",statement
268, Dalam masa kurang 2 tahun pengalaman housemanship saya,"['xaaedalam', 'angan', 'alam', 'rumah tangga']",statement
269, Saya kehilangan tiga insan yang menjadi tulang belakang saya,"['hilang', 'orang gila', 'tulang']",risk factor
270,5 bulan bekerja atok saya meninggal di hospital sama saya bekerja,"['angan', 'atok', 'mati', 'hospital']",risk factor
271,8 bulan bekerja ayah saya meninggal di ccu juga di hospital sama saya bekerja,"['angan', 'ayah', 'tinggal', 'ccu', 'hospital']",risk factor
272, Sayalah yang menghentikan cpr ayah saya sendiri yang dilakukan rakan sekerja saya,"['angan', 'cpr', 'ayah', 'rak', 'kerja']",risk factor
273, Saya baru sebulan posting medical masa tu,"['bulan', 'epos', 'ubat', 'tu']",statement
274, Dan tu adalah pengalaman cpr kali kedua untuk saya,"['tu', 'alam', 'cpr', 'kali']",risk factor
275,Betul betul saya hilang masa tu,"['hilang', 'tu']",risk factor
276, Saya MIA(missing in action bermaksud tidak datang kerja),"['miamissing', 'dalam', 'tindak', 'kerja']",risk factor
277, Didiagnos Major Depreasive Disorder,"['didiagnos', 'major', 'depreasive', 'disorder']",medical history
278, Ambil ubat,"['ambil', 'ubat']",medical history
279, Saya pergi hospital tapi tak mampu masuk wad,"['pergi', 'hospital', 'masuk', 'wad']",medical history
280, Saya dikira MIA,['mia'],medical history
281, Jadi gaji saya disekat,"['gaji', 'sekat']",risk factor
282, Kemudian tahun yang sama nenek saya yang mengasuh dari kecil didiagnos kanser,"['xaaekemudian', 'nenek', 'asuh', 'didiagnos', 'kanser']",risk factor
283, Masa tu sedikit motivasi untuk bekerja,"['tu', 'motivasi']",statement
284, Beliau pun sedih dengan keadaan saya,"['beliau', 'sedih']",risk factor
285, Jadi saya teruskan bekerja tanpa gaji selama 4 bulan,"['terus', 'gaji', 'angan']",risk factor
286, Hinggalah nenek saya menghembuskan nafas terakhir 2bulan lepas,"['hingga', 'nenek', 'hembus', 'nafas', 'angan bulan', 'lepas']",risk factor
287, Dalam masa tersebut saya terlalu faham bahawa bukan mudah untuk memjaga orang yang sakit terlantar,"['faham', 'bahawa', 'mudah', 'memjaga', 'orang utan', 'sakit', 'lantar']",risk factor
288, Seminggu selepas nenek saya meninggal saya mendapat notis pendek untuk bertukar hospital,"['masa', 'masa', 'nenek', 'mati', 'not', 'pendek', 'jalan', 'hospital']",risk factor
289, Semua ni terlalu laju untuk saya,"['ni', 'laju']",risk factor
290, Saya tak sempat nak rsa apa apa,"['nak', 'rsa']",risk factor
291,Saya cuma mampu menarik nafas panjang,"['tarik', 'nafas']",symptom
292, Jujurnya saya redha dengan semua ni walaupun terlalu sukar,"['jujur', 'redha', 'ni', 'sukar']",symptom
293, Cuma saya akan belajar redha juga jika menjadi seorang doktor bukan lagi rezeki saya,"['bajar', 'redha', 'doktor', 'rezeki']",symptom
294, Semua yang jadi menyebabkan saya cepat jadi depressed,"['xaaesemua', 'sebab', 'cepat', 'tek']",symptom
295, Pandangan saya tentang kehidupan banyak berubah,"['pandang', 'hidup', 'rubah']",symptom
296, Apatah lagi sekarang ni saya cuma ada ibu dan adik adik saya,"['ni', 'adik', 'adik']",symptom
297,Salah ke kalau saya rasa nak resign sebab nak duduk dengan family je,"['salah', 'nak', 'resign', 'nak', 'duduk', 'family', 'je']",symptom
298, Nak cari rezeki tapi nk family depan mata,"['nak', 'cari', 'rezeki', 'nk', 'keluarga', 'mata']",symptom
299, Salah ke kalau saya taknak terlalu stress then depressed? Salah ke?Penulis:  Umaira,"['salah', 'takn', 'stress', 'then', 'depressed', 'salah', 'tulis', 'umaira']",symptom
300,Assalamualaikum semua,['assalamualaikum'],statement
301, Nama aku Fezzul (bukan nama sebenar) umur aku dalam 22 tahun,"['nama', 'fezzul', 'nama', 'benar', 'umur', 'angan']",statement
302, Aku nak cerita pengalaman aku apabila disahkan menghidap depresi dan kemurungan,"['nak', 'cerita', 'alam', 'sah', 'menghidap', 'depresi', 'murung']",statement
303,Okay aku ni boleh dikatakan budak cerdik juga la sebab UPSR dan PMR aku straight A,"['baik', 'ni', 'budak', 'cerdik', 'la', 'upsr', 'pmr', 'lurus', 'a']",statement
304, Cuma SPM aku je dpt 6A tapi aku tetap bersyukur,"['spm', 'je', 'dpt', 'angan a', 'syukur']",statement
305, Then aku mohon la UPU untuk masuk universiti malangnya permohonan aku gagal,"['then', 'mohon', 'la', 'upu', 'masuk', 'universiti', 'malang', 'mohon', 'gagal']",risk factor
306, Aku cuba buat rayuan dan keputusan still sama aku gagal,"['cuba', 'rayu', 'putus', 'still', 'gagal']",risk factor
307,Aku kecewa dan sedih la jugak sebab kawan2 semua smbung belajar masuk universiti,"['rewa', 'sedih', 'la', 'jugak', 'kawanya', 'smbung', 'bajar', 'masuk', 'universiti']",risk factor
308, Okay takpa la aku teruskan belajar dgn ambik STPM di sekolah dan Alhamdulilah aku berjaya grad dgn CGPA 3,"['okay', 'takpa', 'la', 'terus', 'bajar', 'dgn', 'ambik', 'stpm', 'sekolah', 'alhamdulilah', 'jaya', 'grad', 'dgn', 'cgpa', 'angan']",statement
309,6 Aku berasa gembira sngat time tu,"['angan', 'asa', 'gembira', 'sngat', 'time', 'tu']",statement
310,Nak jadikan cerita lepastu aku dapat tawaran masuk universiti awam yang top la jugak di Malaysia dalam kos pendidikan,"['nak', 'jadi', 'cerita', 'lepastu', 'tawar', 'masuk', 'universiti', 'awam', 'top', 'la', 'jugak', 'malaysia', 'kos', 'didik']",statement
311, Aku gembira sngat,"['gembira', 'sngat']",statement
312, Nak jadikan cerita sebulan aku stay di sana aku rasa stress sangat sebab aku pi kelas naik bas,"['nak', 'jadi', 'cerita', 'bulan', 'stay', 'stress', 'pi', 'kelas', 'bas']",risk factor
313, Nak naik bas pula kena tunggu dan keadaan dalam bas tu sentiasa penuh dengan orang,"['nak', 'bas', 'kena', 'tunggu', 'bas', 'tu', 'sentiasa', 'penuh', 'orang']",risk factor
314,Aku pernah lewat kena marah dengan lecture sebab lambat datang kelas pada hari pertama sedangkan aku bukan tertidur ke sengaja datang lewat cuma bas tu dah penuh aku terpaksa tunggu bas lain datang pula la,"['kena', 'marah', 'lecture', 'lambat', 'kelas', 'tidur', 'sengaja', 'bas', 'tu', 'dah', 'penuh', 'paksa', 'tunggu', 'bas', 'la']",risk factor
315, Dan universiti aku ni pula besar first time datang nak daftar dulu pon aku sesat tak jumpa jalan,"['universiti', 'ni', 'first', 'time', 'nak', 'daftar', 'pon', 'sesat', 'jumpa', 'jalan']",statement
316,Macam2 terjadi dekat aku dekat sana,['macamp'],statement
317, Dalam sebulan tu jgak wifi universiti tak boleh nak connect dengan laptop aku,"['bulan', 'tu', 'jgak', 'wifi', 'universiti', 'nak', 'connect', 'laptop']",risk factor
318, Aku stress,['stress'],symptom
319, Terpaksa pergi Pusat Teknologi maklumat jalan kaki jauh la jugak sebab nak settlekan masalah ni,"['perlu', 'pergi', 'pusat', 'teknologi', 'maklumat', 'jalan', 'kaki', 'la', 'jugak', 'nak', 'settlekan', 'ni']",risk factor
320,2 kali aku pergi ulang alik jalan kaki penat tau sampai ja sana terus berpeluh,"['angan', 'kali', 'pergi', 'ulang mula', 'alik', 'jalan', 'kaki', 'penat', 'tau', 'ja', 'peluh']",statement
321, Aku bukan tak nak naik bus cuma aku tak tahu sama ada bus tu berhenti ke tidak kat pusat teknologi tu,"['nak', 'bas', 'bus', 'tu', 'henti', 'kat', 'pusat', 'teknologi', 'tu']",statement
322, Daripada sesat aku ambik keputusan jalan kaki,"['sesat', 'ambik', 'putus', 'jalan', 'kaki']",statement
323,Dan apa yang malang lagi roomate aku pula jenis buat hal sendiri je,"['malang', 'bilik', 'jenis', 'je']",risk factor
324, Tak pernah nak ambil kisah pasal aku ni,"['nak', 'ambil', 'kisah', 'pasal', 'ni']",symptom
325, Aku nak survive kat sini pon susah sebab aku tak ada kawan dan aku pula bukan jenis cepat bergaul dengan orang,"['nak', 'tahan', 'kat', 'pon', 'susah', 'kawan', 'jenis', 'cepat', 'gaul', 'orang utan']",statement
326,So memang susah la bagi aku nak survive kat universiti tambah pula dengan banyak esaimen dan grup wassap melibatkan universiti saja ada sampai 24 grup,"['so', 'susah', 'la', 'nak', 'survive', 'kat', 'universiti', 'esaimen', 'kumpul', 'wassap', 'masalah', 'universiti', 'angan', 'kumpul']",statement
327, Mesej chat sentiasa masuk sampai aku rasa lemas,"['mesej', 'chat', 'selalu', 'masuk', 'lemas']",symptom
328,Semua ni buatkan aku stress overthinking dan sampai satu tahap aku tak boleh tidur malam,"['ni', 'buat', 'tekan', 'terlalu banyak berfikir', 'mabuk', 'tidur', 'malam']",symptom
329, Otak aku tak berhenti berfikir dan aku serabut fikir banyak masalah sampai satu tahap aku keluar seorang pergi mall sebab nak release stress dan di situlah timbul satu idea nak bunuh diri,"['otak', 'henti', 'berfikir', 'serabut', 'fikir', 'tahap', 'pergi', 'pusat beli - belah', 'nak', 'lepas', 'stress', 'situ', 'timbul', 'idea', 'nak', 'bunuh']",symptom
330, Time ni aku ada dekat mall tingkat atas dan aku dengar suara orang berbisik “best jugak kalau terjun ni”,"['time', 'ni', 'pusat beli - belah', 'tingkat', 'dengar', 'suara', 'orang utan', 'bisik', '"" Baik', 'jugak', 'terjun', 'ni angan']",symptom
331,Start dari situ aku dah tak boleh nak kawal diri aku,"['mula', 'di situ', 'dah', 'nak', 'kawal']",symptom
332, Aku rasa otak aku ni dah lost sekejap,"['otak', 'ni', 'dah', 'hilang', 'kejap']",symptom
333, Tapi aku tak layan perasaan macam tu,"['layan', 'asa', 'tu']",statement
334, Aku terus call parents kata depress rasa nak bunuh diri,"['panggil', 'ibu bapa', 'tek', 'nak', 'bunuh']",symptom
335, Aku menangis dan aku cerita kat parents aku macam2 jadi dekat universiti sampai aku depress sangat,"['menang', 'cerita', 'kat', 'ibu bapa', 'macamp', 'universiti', 'tek']",symptom
336,Dan malam tu jugak aku ambik keputusan nak balik rumah,"['malam', 'tu', 'jugak', 'ambik', 'putus', 'nak', 'rumah']",statement
337, Sebab aku memang rasa ada yang pelik dengan diri aku,['pelik'],symptom
338, Aku tak macam aku yang selalu,[],symptom
339, Aku pon tak tahu macam mana aku boleh depress sampai tahap macam tu sekali,"['pon', 'depress', 'mabuk', 'tu']",symptom
340, Aku bersyukur sebab akhirnya sampai juga rumah walaupon time tu otak aku dah tak betul,"['syukur', 'rumah', 'walaupon', 'time', 'tu', 'otak', 'dah']",statement
341, Aku menangis teruk dan give up dengan life kat sana,"['menang', 'teruk', 'beri', 'naik', 'life', 'kat']",symptom
342,Aku beritahu parents nak berhenti belajar,"['beritahu', 'ibu bapa', 'nak', 'henti', 'bajar']",statement
343, Lepas je berhenti belajar aku kemurungan pula,"['lepas', 'je', 'henti', 'bajar', 'murung']",symptom
344, Aku tak dak selera nak makan,"['dak', 'selera', 'nak', 'makan']",symptom
345, Otak aku 24 jam fikir nak mati,"['otak', 'angan', 'jem', 'fikir', 'nak', 'mati']",symptom
346, Aku kecewa dengan diri sendiri sebab tak boleh nak survive kat universiti sedangkan antara goals aku adalah nak masuk universiti,"['rewa', 'nak', 'tahan', 'kat', 'universiti', 'matlam', 'nak', 'masuk', 'universiti']",symptom
347, Aku selalu rasa nak cederakan diri aku,"['nak', 'cedera']",symptom
348, Aku meroyan teruk,"['royan', 'teruk']",symptom
349, Dan aku tak boleh nak tidur malam,"['nak', 'tidur', 'malam']",symptom
350,  Otak ni kalau tak dapat rest atau tidur secukupnya memang tak boleh nak fikir dengan waras,"['otak', 'ni', 'rehat', 'tidur', 'nak', 'fikir', 'waras']",symptom
351, Dan smpai 3 hari aku tak mandi,"['smpai', 'angan', 'bilik mandi']",symptom
352, Rasa betul2 hopeless,"['betuleb', 'tiada harap']",symptom
353, Dan 3 bulan tu juga aku tak keluar rumah sebab takut dengan orang sekeliling,"['angan', 'tu', 'rumah', 'takut', 'orang utan', 'masa']",symptom
354, Dunia aku jadi gelap,"['dunia', 'gelap']",symptom
355,Dan parents aku tengok keadaan aku makin teruk parents bawa pi rawatan islam,"['ibu bapa', 'tengok', 'teruk', 'ibu bapa', 'bawa', 'pi', 'rawat', 'islam']",statement
356, (Time ni aku dengan parents tak tahu lagi yang aku kena penyakit depression),"['masa', 'ni', 'ibu bapa', 'kena', 'sakit', 'murung']",statement
357, Merata pi berubat sampai ada ustaz seorang ni kata aku ada saka,"['rata', 'pi', 'ubat', 'ustaz', 'ni', 'saka']",statement
358, Tapi aku rasa aku tak ada gangguan makhluk halus pon sebenarnya,"['ganggu', 'makhluk', 'halus', 'pon']",statement
359, Sampai la satu hari ada orang suggest dekat parents aku suruh bawa pergi hospital pakar psikatrik,"['la', 'orang utan', 'cadang', 'ibu bapa', 'suruh', 'bawa', 'pergi', 'hospital', 'pakar', 'psikatr']",statement
360,First time jumpa doktor aku rasa takut sangat,"['pertama', 'masa', 'jumpa', 'doktor', 'takut']",symptom
361, Aku tak boleh nak pandang dan bercakap dengan doktor sebab otak aku 24 jam overthinking,"['nak', 'pandang', 'cakap', 'doktor', 'otak', 'angan', 'jem', 'overthinking']",symptom
362, Aku just tunduk ketakutan dan aku menangis non stop,"['hanya', 'tunduk', 'takut', 'menang', 'bukan', 'henti']",symptom
363, Keadaan aku time tu sangat la lemah dan penat sebab otak non stop berfikir je,"['time', 'tu', 'la', 'lemah', 'penat', 'otak', 'bukan', 'henti', 'pikir', 'je']",symptom
364, Dan aku juga susah nak fokus dan mudah lupa,"['susah', 'nak', 'fokus', 'mudah', 'lupa']",symptom
365, Aku juga mengalami lupa ingatan sementara,"['laku', 'lupa', 'ingat']",symptom
366,Doktor tu kata kat parents aku bawa balik dulu nanti jumpa lagi,"['doktor', 'tu', 'kat', 'ibu bapa', 'bawa', 'jumpa']",statement
367, And doktor tu bagi aku ubat banyak gila nak kena makan,"['dan', 'doktor', 'tu', 'ubat', 'gila', 'nak', 'kena', 'makan']",medical history
368, Aku balik dan hari2 aku makan ubat,"['harip', 'makan', 'ubat']",statement
369, Alhamdulilah aku dah boleh tidur malam dan aku boleh kawal emosi aku,"['alhamdulilah', 'dah', 'tidur', 'malam', 'kawal', 'emosi']",statement
370,2 bulan selepas tu aku semakin baik dan sembuh,"['angan', 'masa', 'tu', 'sembuh']",statement
371, Aku jumpa doktor tu lagi dan time tu baru ada keyakinan nak bercakap dengan doktor,"['jumpa', 'doktor', 'tu', 'masa', 'tu', 'yakin', 'nak', 'cakap', 'doktor']",statement
372, Dan doktor sahkan aku menghidap depresi dan kemurungan,"['doktor', 'sahkan', 'menghidap', 'murung', 'murung']",medical history
373, Doktor kata antara salah satu punca dia adalah kurang tidur,"['doktor', 'salah', 'punca', 'tidur']",medical history
374, Doktor selalu ingatkan aku supaya tidur kena cukup,"['doktor', 'ingat', 'tidur', 'kena']",medical history
375,Dan sekarang aku masih lagi menerima rawatan 3 bulan sekali,"['terima', 'rawat', 'angan']",medical history
376, Kadang2 aku rasa sedih hidup tengok kawan2 berjaya dan pergi belajar sedangkan aku sekarang menganggur ja,"['kadangeb', 'sedih', 'hidup', 'tengok', 'kawanya', 'jaya', 'pergi', 'bajar', 'anggur', 'ja']",risk factor
377, Aku sempat kerja sebagai cikgu ganti selama 2 bulan selepas saja aku sembuh dari penyakit ni tapi dah habis tempoh kontrak,"['kerja', 'cikgu', 'ganti', 'angan', 'masa', 'sembuh', 'sakit', 'ni', 'dah', 'habis', 'tempoh', 'kontrak']",statement
378, Parents aku ada juga suruh apply kerja tapi aku tak berminat nak kerja benda yang aku tak suka,"['ibu bapa', 'suruh', 'apply', 'kerja', 'minat', 'nak', 'kerja', 'benda', 'suka']",statement
